NP_011364.1	GCF_0001460452	1	YEAST
NP_011384.1	GCF_0001460452	1	YEAST
NP_011419.1	GCF_0001460452	1	YEAST
NP_011442.3	GCF_0001460452	1	YEAST
NP_011444.1	GCF_0001460452	1	YEAST
NP_011480.1	GCF_0001460452	1	YEAST
NP_011490.2	GCF_0001460452	1	YEAST
NP_011492.3	GCF_0001460452	1	YEAST
NP_011502.1	GCF_0001460452	1	YEAST
NP_011554.3	GCF_0001460452	1	YEAST
NP_011558.1	GCF_0001460452	1	YEAST
NP_011570.1	GCF_0001460452	1	YEAST
NP_011577.3	GCF_0001460452	1	YEAST
NP_011581.4	GCF_0001460452	1	YEAST
NP_011603.1	GCF_0001460452	1	YEAST
NP_011765.1	GCF_0001460452	1	YEAST
NP_011804.1	GCF_0001460452	1	YEAST
NP_011836.1	GCF_0001460452	1	YEAST
NP_011838.1	GCF_0001460452	1	YEAST
NP_011843.1	GCF_0001460452	1	YEAST
NP_011854.1	GCF_0001460452	1	YEAST
NP_011870.1	GCF_0001460452	1	YEAST
NP_011907.1	GCF_0001460452	1	YEAST
NP_011923.2	GCF_0001460452	1	YEAST
NP_011952.1	GCF_0001460452	1	YEAST
NP_011992.1	GCF_0001460452	1	YEAST
NP_012024.1	GCF_0001460452	1	YEAST
NP_012047.1	GCF_0001460452	1	YEAST
NP_012048.3	GCF_0001460452	1	YEAST
NP_012076.3	GCF_0001460452	1	YEAST
NP_012112.3	GCF_0001460452	1	YEAST
NP_012135.1	GCF_0001460452	1	YEAST
NP_012136.1	GCF_0001460452	1	YEAST
NP_012138.1	GCF_0001460452	1	YEAST
NP_012144.1	GCF_0001460452	1	YEAST
NP_012147.3	GCF_0001460452	1	YEAST
NP_012165.1	GCF_0001460452	1	YEAST
NP_012182.1	GCF_0001460452	1	YEAST
NP_012226.3	GCF_0001460452	1	YEAST
NP_012228.1	GCF_0001460452	1	YEAST
NP_012255.3	GCF_0001460452	1	YEAST
NP_012278.3	GCF_0001460452	1	YEAST
NP_012282.3	GCF_0001460452	1	YEAST
NP_012283.1	GCF_0001460452	1	YEAST
NP_012289.3	GCF_0001460452	1	YEAST
NP_012299.1	GCF_0001460452	1	YEAST
NP_012325.1	GCF_0001460452	1	YEAST
NP_012329.1	GCF_0001460452	1	YEAST
NP_012359.1	GCF_0001460452	1	YEAST
NP_012367.2	GCF_0001460452	1	YEAST
NP_012408.1	GCF_0001460452	1	YEAST
NP_012411.1	GCF_0001460452	1	YEAST
NP_012420.1	GCF_0001460452	1	YEAST
NP_012425.1	GCF_0001460452	1	YEAST
NP_012432.1	GCF_0001460452	1	YEAST
NP_012446.1	GCF_0001460452	1	YEAST
NP_012479.1	GCF_0001460452	1	YEAST
NP_012594.1	GCF_0001460452	1	YEAST
NP_012627.1	GCF_0001460452	1	YEAST
NP_012661.3	GCF_0001460452	1	YEAST
NP_012674.1	GCF_0001460452	1	YEAST
NP_012681.1	GCF_0001460452	1	YEAST
NP_012700.1	GCF_0001460452	1	YEAST
NP_012736.1	GCF_0001460452	1	YEAST
NP_012810.1	GCF_0001460452	1	YEAST
NP_012813.1	GCF_0001460452	1	YEAST
NP_012861.1	GCF_0001460452	1	YEAST
NP_012881.1	GCF_0001460452	1	YEAST
NP_012886.3	GCF_0001460452	1	YEAST
NP_012893.3	GCF_0001460452	1	YEAST
NP_012905.1	GCF_0001460452	1	YEAST
NP_012910.1	GCF_0001460452	1	YEAST
NP_012921.3	GCF_0001460452	1	YEAST
NP_012959.1	GCF_0001460452	1	YEAST
NP_012962.3	GCF_0001460452	1	YEAST
NP_012990.1	GCF_0001460452	1	YEAST
NP_013003.1	GCF_0001460452	1	YEAST
NP_013025.3	GCF_0001460452	1	YEAST
NP_013027.4	GCF_0001460452	1	YEAST
NP_013113.1	GCF_0001460452	1	YEAST
NP_013114.1	GCF_0001460452	1	YEAST
NP_013125.1	GCF_0001460452	1	YEAST
NP_013140.1	GCF_0001460452	1	YEAST
NP_013156.1	GCF_0001460452	1	YEAST
NP_013199.1	GCF_0001460452	1	YEAST
NP_013214.1	GCF_0001460452	1	YEAST
NP_013232.1	GCF_0001460452	1	YEAST
NP_013237.1	GCF_0001460452	1	YEAST
NP_013277.1	GCF_0001460452	1	YEAST
NP_013283.1	GCF_0001460452	1	YEAST
NP_013284.1	GCF_0001460452	1	YEAST
NP_013324.1	GCF_0001460452	1	YEAST
NP_013329.1	GCF_0001460452	1	YEAST
NP_013357.1	GCF_0001460452	1	YEAST
NP_013368.1	GCF_0001460452	1	YEAST
NP_013380.1	GCF_0001460452	1	YEAST
NP_013461.1	GCF_0001460452	1	YEAST
NP_013507.1	GCF_0001460452	1	YEAST
NP_013522.1	GCF_0001460452	1	YEAST
NP_013547.3	GCF_0001460452	1	YEAST
NP_013556.3	GCF_0001460452	1	YEAST
NP_013558.3	GCF_0001460452	1	YEAST
NP_013594.1	GCF_0001460452	1	YEAST
NP_013605.1	GCF_0001460452	1	YEAST
NP_013610.1	GCF_0001460452	1	YEAST
NP_013630.1	GCF_0001460452	1	YEAST
NP_013635.1	GCF_0001460452	1	YEAST
NP_013661.1	GCF_0001460452	1	YEAST
NP_013685.1	GCF_0001460452	1	YEAST
NP_013707.1	GCF_0001460452	1	YEAST
NP_013729.1	GCF_0001460452	1	YEAST
NP_013732.1	GCF_0001460452	1	YEAST
NP_013734.1	GCF_0001460452	1	YEAST
NP_013736.1	GCF_0001460452	1	YEAST
NP_013751.1	GCF_0001460452	1	YEAST
NP_013756.1	GCF_0001460452	1	YEAST
NP_013757.1	GCF_0001460452	1	YEAST
NP_013769.1	GCF_0001460452	1	YEAST
NP_013786.1	GCF_0001460452	1	YEAST
NP_013791.1	GCF_0001460452	1	YEAST
NP_013887.1	GCF_0001460452	1	YEAST
NP_013895.1	GCF_0001460452	1	YEAST
NP_013907.1	GCF_0001460452	1	YEAST
NP_014000.1	GCF_0001460452	1	YEAST
NP_014007.1	GCF_0001460452	1	YEAST
NP_014069.1	GCF_0001460452	1	YEAST
NP_014085.1	GCF_0001460452	1	YEAST
NP_014090.2	GCF_0001460452	1	YEAST
NP_014142.1	GCF_0001460452	1	YEAST
NP_014160.2	GCF_0001460452	1	YEAST
NP_014163.1	GCF_0001460452	1	YEAST
NP_014170.1	GCF_0001460452	1	YEAST
NP_014183.1	GCF_0001460452	1	YEAST
NP_014195.1	GCF_0001460452	1	YEAST
NP_014200.1	GCF_0001460452	1	YEAST
NP_014232.1	GCF_0001460452	1	YEAST
NP_014296.4	GCF_0001460452	1	YEAST
NP_014302.3	GCF_0001460452	1	YEAST
NP_014331.3	GCF_0001460452	1	YEAST
NP_014371.1	GCF_0001460452	1	YEAST
NP_014377.1	GCF_0001460452	1	YEAST
NP_014407.3	GCF_0001460452	1	YEAST
NP_014450.3	GCF_0001460452	1	YEAST
NP_014461.3	GCF_0001460452	1	YEAST
NP_014493.1	GCF_0001460452	1	YEAST
NP_014525.1	GCF_0001460452	1	YEAST
NP_014533.1	GCF_0001460452	1	YEAST
NP_014552.1	GCF_0001460452	1	YEAST
NP_014573.1	GCF_0001460452	1	YEAST
NP_014574.1	GCF_0001460452	1	YEAST
NP_014591.1	GCF_0001460452	1	YEAST
NP_014614.1	GCF_0001460452	1	YEAST
NP_014639.1	GCF_0001460452	1	YEAST
NP_014668.1	GCF_0001460452	1	YEAST
NP_014671.1	GCF_0001460452	1	YEAST
NP_014675.1	GCF_0001460452	1	YEAST
NP_014681.1	GCF_0001460452	1	YEAST
NP_014709.1	GCF_0001460452	1	YEAST
NP_014720.1	GCF_0001460452	1	YEAST
NP_014756.3	GCF_0001460452	1	YEAST
NP_014783.4	GCF_0001460452	1	YEAST
NP_014805.3	GCF_0001460452	1	YEAST
NP_014815.3	GCF_0001460452	1	YEAST
NP_014834.1	GCF_0001460452	1	YEAST
NP_014856.1	GCF_0001460452	1	YEAST
NP_014872.1	GCF_0001460452	1	YEAST
NP_014873.3	GCF_0001460452	1	YEAST
NP_014887.3	GCF_0001460452	1	YEAST
NP_014933.3	GCF_0001460452	1	YEAST
NP_014942.4	GCF_0001460452	1	YEAST
NP_014948.1	GCF_0001460452	1	YEAST
NP_014989.3	GCF_0001460452	1	YEAST
NP_015003.1	GCF_0001460452	1	YEAST
NP_015008.3	GCF_0001460452	1	YEAST
NP_015017.1	GCF_0001460452	1	YEAST
NP_015025.3	GCF_0001460452	1	YEAST
NP_015069.1	GCF_0001460452	1	YEAST
NP_015076.1	GCF_0001460452	1	YEAST
NP_015094.1	GCF_0001460452	1	YEAST
NP_015122.1	GCF_0001460452	1	YEAST
NP_015148.1	GCF_0001460452	1	YEAST
NP_015186.1	GCF_0001460452	1	YEAST
NP_015192.1	GCF_0001460452	1	YEAST
NP_015196.1	GCF_0001460452	1	YEAST
NP_015197.1	GCF_0001460452	1	YEAST
NP_015236.1	GCF_0001460452	1	YEAST
NP_015250.1	GCF_0001460452	1	YEAST
NP_015276.1	GCF_0001460452	1	YEAST
NP_015283.1	GCF_0001460452	1	YEAST
NP_015287.1	GCF_0001460452	1	YEAST
NP_015324.1	GCF_0001460452	1	YEAST
NP_015333.1	GCF_0001460452	1	YEAST
NP_015334.1	GCF_0001460452	1	YEAST
NP_015340.1	GCF_0001460452	1	YEAST
NP_015343.1	GCF_0001460452	1	YEAST
NP_015347.1	GCF_0001460452	1	YEAST
NP_015379.1	GCF_0001460452	1	YEAST
NP_015390.1	GCF_0001460452	1	YEAST
NP_015411.1	GCF_0001460452	1	YEAST
NP_015429.1	GCF_0001460452	1	YEAST
NP_015519.1	GCF_0001460452	1	YEAST
NP_015522.1	GCF_0001460452	1	YEAST
NP_015525.1	GCF_0001460452	1	YEAST
NP_116603.1	GCF_0001460452	1	YEAST
NP_116610.1	GCF_0001460452	1	YEAST
NP_116622.1	GCF_0001460452	1	YEAST
NP_116632.1	GCF_0001460452	1	YEAST
NP_116684.3	GCF_0001460452	1	YEAST
NP_116692.1	GCF_0001460452	1	YEAST
XP_011392908.1	GCF_0001829252	1	NCRO
XP_011392909.1	GCF_0001829252	1	NCRO
XP_011393288.1	GCF_0001829252	1	NCRO
XP_011393289.1	GCF_0001829252	1	NCRO
XP_011394304.1	GCF_0001829252	1	NCRO
XP_011394305.1	GCF_0001829252	1	NCRO
XP_011394473.1	GCF_0001829252	1	NCRO
XP_011394474.1	GCF_0001829252	1	NCRO
XP_011394512.1	GCF_0001829252	1	NCRO
XP_011394513.1	GCF_0001829252	1	NCRO
XP_011394570.1	GCF_0001829252	1	NCRO
XP_011394571.1	GCF_0001829252	1	NCRO
XP_011395237.1	GCF_0001829252	1	NCRO
XP_011395238.1	GCF_0001829252	1	NCRO
XP_657780.1	GCF_0001492052	1	AN
XP_657806.1	GCF_0001492052	1	AN
XP_657877.1	GCF_0001492052	1	AN
XP_657883.1	GCF_0001492052	1	AN
XP_657992.1	GCF_0001492052	1	AN
XP_658293.1	GCF_0001492052	1	AN
XP_658370.1	GCF_0001492052	1	AN
XP_658736.1	GCF_0001492052	1	AN
XP_658871.1	GCF_0001492052	1	AN
XP_658907.1	GCF_0001492052	1	AN
XP_659029.1	GCF_0001492052	1	AN
XP_659333.1	GCF_0001492052	1	AN
XP_659452.1	GCF_0001492052	1	AN
XP_659563.1	GCF_0001492052	1	AN
XP_659620.1	GCF_0001492052	1	AN
XP_659698.1	GCF_0001492052	1	AN
XP_659784.1	GCF_0001492052	1	AN
XP_659874.1	GCF_0001492052	1	AN
XP_660459.1	GCF_0001492052	1	AN
XP_660515.1	GCF_0001492052	1	AN
XP_660548.1	GCF_0001492052	1	AN
XP_660588.1	GCF_0001492052	1	AN
XP_660756.1	GCF_0001492052	1	AN
XP_660758.1	GCF_0001492052	1	AN
XP_660973.1	GCF_0001492052	1	AN
XP_661039.1	GCF_0001492052	1	AN
XP_661096.1	GCF_0001492052	1	AN
XP_661211.1	GCF_0001492052	1	AN
XP_661279.1	GCF_0001492052	1	AN
XP_661292.1	GCF_0001492052	1	AN
XP_661638.1	GCF_0001492052	1	AN
XP_661867.1	GCF_0001492052	1	AN
XP_661965.1	GCF_0001492052	1	AN
XP_662090.1	GCF_0001492052	1	AN
XP_662166.1	GCF_0001492052	1	AN
XP_662338.1	GCF_0001492052	1	AN
XP_662504.1	GCF_0001492052	1	AN
XP_662774.1	GCF_0001492052	1	AN
XP_662822.1	GCF_0001492052	1	AN
XP_663187.1	GCF_0001492052	1	AN
XP_663277.1	GCF_0001492052	1	AN
XP_663330.1	GCF_0001492052	1	AN
XP_663412.1	GCF_0001492052	1	AN
XP_663619.1	GCF_0001492052	1	AN
XP_663825.1	GCF_0001492052	1	AN
XP_663897.1	GCF_0001492052	1	AN
XP_664096.1	GCF_0001492052	1	AN
XP_664319.1	GCF_0001492052	1	AN
XP_664654.1	GCF_0001492052	1	AN
XP_680737.1	GCF_0001492052	1	AN
XP_680782.1	GCF_0001492052	1	AN
XP_680811.1	GCF_0001492052	1	AN
XP_680814.1	GCF_0001492052	1	AN
XP_681003.1	GCF_0001492052	1	AN
XP_681165.1	GCF_0001492052	1	AN
XP_681398.1	GCF_0001492052	1	AN
XP_681683.1	GCF_0001492052	1	AN
XP_681945.1	GCF_0001492052	1	AN
XP_681963.1	GCF_0001492052	1	AN
XP_682010.1	GCF_0001492052	1	AN
XP_682127.1	GCF_0001492052	1	AN
XP_868874.1	GCF_0001492052	1	AN
XP_955847.1	GCF_0001829252	1	NCRO
XP_956438.1	GCF_0001829252	1	NCRO
XP_956461.3	GCF_0001829252	1	NCRO
XP_957154.1	GCF_0001829252	1	NCRO
XP_957214.2	GCF_0001829252	1	NCRO
XP_957544.2	GCF_0001829252	1	NCRO
XP_957577.2	GCF_0001829252	1	NCRO
XP_957606.3	GCF_0001829252	1	NCRO
XP_957616.1	GCF_0001829252	1	NCRO
XP_957665.1	GCF_0001829252	1	NCRO
XP_957811.1	GCF_0001829252	1	NCRO
XP_958079.1	GCF_0001829252	1	NCRO
XP_958980.2	GCF_0001829252	1	NCRO
XP_959123.2	GCF_0001829252	1	NCRO
XP_959452.3	GCF_0001829252	1	NCRO
XP_959617.2	GCF_0001829252	1	NCRO
XP_959618.1	GCF_0001829252	1	NCRO
XP_959951.3	GCF_0001829252	1	NCRO
XP_960366.2	GCF_0001829252	1	NCRO
XP_960618.2	GCF_0001829252	1	NCRO
XP_960701.3	GCF_0001829252	1	NCRO
XP_961139.2	GCF_0001829252	1	NCRO
XP_961171.2	GCF_0001829252	1	NCRO
XP_961398.1	GCF_0001829252	1	NCRO
XP_961475.2	GCF_0001829252	1	NCRO
XP_961978.1	GCF_0001829252	1	NCRO
XP_961994.1	GCF_0001829252	1	NCRO
XP_962311.3	GCF_0001829252	1	NCRO
XP_962507.3	GCF_0001829252	1	NCRO
XP_962611.1	GCF_0001829252	1	NCRO
XP_962712.2	GCF_0001829252	1	NCRO
XP_962889.2	GCF_0001829252	1	NCRO
XP_962921.1	GCF_0001829252	1	NCRO
XP_963149.3	GCF_0001829252	1	NCRO
XP_963499.2	GCF_0001829252	1	NCRO
XP_963587.1	GCF_0001829252	1	NCRO
XP_963605.2	GCF_0001829252	1	NCRO
XP_963640.3	GCF_0001829252	1	NCRO
XP_963796.3	GCF_0001829252	1	NCRO
XP_963819.3	GCF_0001829252	1	NCRO
XP_963943.3	GCF_0001829252	1	NCRO
XP_963957.2	GCF_0001829252	1	NCRO
XP_964048.2	GCF_0001829252	1	NCRO
XP_964303.1	GCF_0001829252	1	NCRO
XP_964351.2	GCF_0001829252	1	NCRO
XP_964402.1	GCF_0001829252	1	NCRO
XP_964441.1	GCF_0001829252	1	NCRO
XP_965186.2	GCF_0001829252	1	NCRO
XP_965444.2	GCF_0001829252	1	NCRO
XP_965486.1	GCF_0001829252	1	NCRO
XP_965487.3	GCF_0001829252	1	NCRO
